icao,iata,name,lat,lon,municipality,country
AYTO,KDQ,Kamberatoro Airport,-3.60056,141.05167,Kamberatoro Mission,PG
AYTP,TEP,Tep Tep Airport,-5.9553,146.5595,Teptep,PG
AYTQ,,Tapen Airstrip,-5.85591,146.63841,Tapen,PG
AYTR,TBQ,Tarabo Airport,-6.46667,145.53222,Tarabo,PG
AYTS,TSW,Tsewi Airport,-7.0695,146.1272,Tsewi,PG
AYTT,TRJ,Tarakbits Airport,-5.614,141.0421,Tarakbits,PG
AYTU,TFI,Tufi Airport,-9.07595,149.31984,Tufi,PG
AYTV,TBE,Timbunke Airport,-4.19663,143.51922,Timbunke,PG
AYTW,TWY,Tawa Airport,-7.4463,146.1067,Tawa,PG
AYTX,,Matak Airstrip,-6.17454,146.39234,Matak,PG
AYTY,TEO,Terapo Airport,-8.16972,146.19444,Terapo Mission,PG
AYTZ,TKB,Tekadu Airport,-7.6808,146.5503,Tekadu,PG
AYUA,,Utai Airstrip,-3.386,141.5868,Utai,PG
AYUC,UMC,Umba Airport,-7.0214,145.966,Umba,PG
AYUE,URU,Uroubi Airport,-9.5162,148.5591,Uroubi,PG
AYUG,,Brugam Airstrip,-3.6381,142.8379,Wa'ahun,PG
AYUI,UBI,Buin Airport,-6.72917,155.68333,Buin,PG
AYUJ,,Mukvi Airstrip,-8.25664,141.76513,Mukvi,PG
AYUK,,Mukili Airstrip,-3.6856,142.36453,Mukili,PG
AYUL,,Musula Airstrip,-6.8385,142.8983,Musula,PG
AYUM,AUV,Aumo Airport,-5.73111,148.44528,Aumo,PG
AYUN,,Bunam Airstrip,-4.6564,144.2517,Bunam,PG
AYUO,,Omaura Airstrip,-6.3679,145.9902,Omaura,PG
AYUP,GLP,Gulgubip Airport,-5.2808,141.5411,Gulgubip,PG
AYUQ,,Kumbwareta Airstrip,-5.5078,144.1171,Kumbwareta,PG
AYUR,UPR,Upiara Airport,-8.5411,142.6503,Upiara,PG
AYUS,,Suame Airstrip,-8.3684,142.5862,Suame,PG
AYUT,,Bunguwat Airstrip,-6.005,146.7205,Bunguwat,PG
AYUV,,Tuvau Airstrip,-6.6025,145.8372,Tuvau,PG
AYUX,,Usarumpia Airstrip,-6.9858,145.8102,Usarumpia,PG
AYUY,KUX,Kuyol Airport,-5.37236,141.62389,,PG
AYUZ,UVO,Uvol Airport,-6.0178,150.9557,Uvol,PG
AYVA,,Vailala Airstrip,-7.7677,145.4857,Hepa,PG
AYVB,,Tobou Airstrip,-6.4026,147.4223,Tobou,PG
AYVK,,Wokien Airstrip,-3.77296,141.97906,Abrau,PG
AYVL,TLW,Talasea Airport,-5.2726,150.0089,Talasea,PG
AYVM,TCJ,Torembi Airport,-4.0165,143.1329,Torembi,PG
AYVN,VAI,Vanimo Airport,-2.6926,141.3028,Vanimo,PG
AYVO,TON,Tonu Airport,-6.6552,155.4326,Tonu,PG
AYVP,,Woposali Airstrip,-6.6577,144.2974,Woposali,PG
AYVW,WUV,Wuvulu Island Airport,-1.73611,142.83667,Wuvulu Island,PG
AYVY,,Yembi Yembi Airstrip,-4.46982,143.14852,Yembiyembi,PG
AYWB,WAO,Wabo Airport,-6.98944,145.07511,Wabo,PG
AYWC,WTT,Wantoat Airport,-6.1325,146.46778,Wantoat,PG
AYWD,WBM,Wapenamanda Airport,-5.63529,143.89223,Wapenamanda,PG
AYWE,,Wangeto Airstrip,-5.74322,146.14841,Wangeto,PG
AYWF,WAJ,Wawoi Falls Airport,-6.9523,142.6557,Wavoi Falls,PG
AYWG,AGL,Wanigela Airport,-9.3375,149.15556,Wanigela,PG
AYWH,WNU,Wanuma Airport,-4.8961,145.3213,Wanuma,PG
AYWJ,WBC,Wapolu Airport,-9.3376,150.5093,Wapolu,PG
AYWK,WWK,Wewak International Airport,-3.58383,143.66901,Wewak,PG
AYWL,,Walagu Airstrip,-6.34325,142.8254,,PG
AYWM,,Wasengla Airstrip,-3.29551,141.07267,,PG
AYWN,,Nugwaia Airstrip,-3.8183,142.835,Nugwaia,PG
AYWO,WOA,Wonenara Airport,-6.79686,145.89194,Wonenara,PG
AYWQ,WKN,Wakunai Airport,-5.8603,155.2223,Wakunai,PG
AYWS,WSU,Wasu Airport,-5.96171,147.19823,Wasu,PG
AYWT,WTP,Woitape Airport,-8.54583,147.2525,Fatima Mission,PG
AYWU,WUG,Wau Airport,-7.34556,146.71861,Wau,PG
AYWV,,Warasai Airstrip,-4.012,142.51,Warasai,PG
AYWX,,Wario Airstrip,-4.40871,142.22699,,PG
AYWY,,Waro Airstrip,-6.53685,143.19787,Iorogobayu,PG
AYXA,,Wiawia Airstrip,-7.16375,145.63369,Wiawia,PG
AYXB,,Buluwo Airstrip,-3.6753,142.0151,Buluwo,PG
AYXE,YVD,Yeva Airport,-7.548,146.188,Yeva,PG
AYXG,,Sugu Airstrip,-6.3907,143.5565,Sugu,PG
AYXI,SMJ,Sim Airport,-7.75,146.9273,Sim,PG
AYXO,TLO,Tol Airport,-4.98083,152.00999,Tol,PG
AYXP,WPM,Wipim Airport,-8.78822,142.882,Wipim,PG
AYXS,,Sisamin Airstrip,-5.1363,142.284,Sisamin,PG
AYXW,WEP,Weam Airport,-8.6184,141.1381,Weam,PG
AYXY,,Yebil Airstrip,-3.4625,141.9559,Yebil,PG
AYYA,,Yabru Airstrip,-3.96734,141.19173,,PG
AYYC,,Yagiap Airstrip,-4.01767,143.2174,,PG
AYYD,,Yatoam Airstrip,-5.0949,142.3846,Yatoam,PG
AYYE,KYX,Yalumet Airport,-6.09,147.0117,Yalumet,PG
AYYG,,Yemin Airstrip,-3.967,142.2912,Yemin,PG
AYYI,,Yili Airstrip,-3.5322,142.1645,Yili,PG
AYYJ,,Yanungen Airstrip,-3.4574,142.54,Yanungen,PG
AYYK,YEQ,Yenkis(Yankisa) Airport,-5.10972,143.91767,,PG
AYYL,TCK,Tinboli Airport,-4.0949,143.3838,Tinboli,PG
AYYM,LNF,Munbil Airport,-4.85594,141.22017,,PG
AYYN,,Yimnalem Airstrip,-5.1441,144.5956,Yimnalem,PG
AYYO,RAX,Oram Airport,-9.63292,148.04806,,PG
AYYP,KPE,Yapsiei Airport,-4.62806,141.09417,,PG
AYYQ,,Yagrombok Airstrip,-3.585,142.6285,Yagrombok,PG
AYYR,KSX,Yasuru Airport,-6.6015,146.1813,Yasuru,PG
AYYT,,Mount Tauwa Airstrip,-6.7293,144.303,Mount Tauwa,PG
AYYU,,Mui Airstrip,-4.7912,144.3113,Mui,PG
AYYV,,Yawa Airstrip,-4.1003,142.1351,Yawa,PG
AYYW,,Yawan Airstrip,-6.1339,146.8438,Yawan,PG
AYYZ,,Yambaitok,-4.99535,143.96143,Yambaitok,PG
AYZA,ZEN,Zenag Airport,-6.95222,146.61625,Zenag,PG
AYZB,,Sibilanga Airstrip,-3.4458,142.501,Sibilanga Mission,PG
AYZI,SWR,Silur Airport,-4.52989,153.05444,Silur Mission,PG
AYZM,WUM,Wasum Airport,-6.0491,149.337,Wasum,PG
AYZN,SIZ,Sissano Airport,-2.99944,142.0445,Sissano,PG
AYZQ,,Sopise Airstrip,-6.7887,144.1593,Sopise,PG
AYZS,OSG,Ossima Airport,-2.91556,141.29731,Ossima,PG
AYZU,,Oum Airstrip,-4.2684,142.1273,Oum,PG
AYZW,,Siawi Airstrip,-4.061,141.4197,Siawi,PG
AYZY,,Yilui Airstrip,-3.9292,142.2045,Yilui,PG
AYZZ,,Zuebak Airstrip,-6.3088,146.5568,Zuebak,PG
BGAA,JEG,Aasiaat Airport,68.7218,-52.7847,Aasiaat,GL
BGCO,CNP,Neerlerit Inaat Airport,70.7431,-22.6505,Neerlerit Inaat,GL
BGDH,,Danmarkshavn Landing Strip,76.76667,-18.66667,Danmarkshavn,GL
BGGH,GOH,Nuuk International Airport,64.19107,-51.67914,Nuuk,GL
BGJN,JAV,Ilulissat Airport,69.2432,-51.0571,Ilulissat,GL
BGKK,KUS,Kulusuk Airport,65.5736,-37.1236,Kulusuk,GL
BGMI,,Station Nord Landing Strip,81.60129,-16.67931,Station Nord,GL
BGMQ,JSU,Maniitsoq Airport,65.4125,-52.9394,Maniitsoq,GL
BGMV,,Mestersvig Airport,72.2369,-23.9319,Mestersvig,GL
BGPT,JFR,Paamiut Airport,62.01474,-49.67094,Paamiut,GL
BGQO,JJU,Qaqortoq Airport,60.76383,-46.065,Qaqortoq,GL
BGQQ,NAQ,Qaanaaq Airport,77.4886,-69.3887,Qaanaaq,GL
BGSF,SFJ,Kangerlussuaq International Airport,67.01045,-50.71529,Kangerlussuaq,GL
BGSS,JHS,Sisimiut Airport,66.9513,-53.7293,Sisimiut,GL
BGTL,THU,Pituffik Space Base,76.53063,-68.70054,Pituffik,GL
BGUK,JUV,Upernavik Airport,72.7902,-56.1306,Upernavik,GL
BGUQ,JQA,Qaarsut Airport,70.7342,-52.6962,Uummannaq,GL
BIAE,,Arngerðareyri Airport,65.9047,-22.3633,Arngerðareyri,IS
BIAL,,Álftaver Airport,63.53979,-18.44374,Álftaver,IS
BIAR,AEY,Akureyri International Airport,65.65657,-18.07202,Akureyri,IS
BIBA,,Bakki Airport,63.5561,-20.1375,Bakki,IS
BIBD,BIU,Bildudalur Airport,65.6413,-23.5462,Bildudalur,IS
BIBF,BGJ,Borgarfjörður eystri Airport,65.51677,-13.81578,Borgarfjörður eystri,IS
BIBI,,Baeir Airport,66.09784,-22.56971,Baeir,IS
BIBL,BLO,Blönduós Airport,65.645,-20.2875,Blönduós,IS
BIBR,,Búðardalur Airport,65.07458,-21.80219,Búðardalur,IS
BIBV,BXV,Breiðdalsvík Airport,64.79004,-14.04393,Breiðdalsvík,IS
BIDV,DJU,Djúpivogur Airport,64.64237,-14.2773,Djúpivogur,IS
BIEG,EGS,Egilsstaðir Airport,65.2833,-14.4014,Egilsstaðir,IS
BIFL,,Flúðir Airport,64.14459,-20.32707,Flúðir,IS
BIFM,FAG,Fagurhólsmýri Airport,63.8747,-16.6411,Fagurhólsmýri,IS
BIFZ,,Forsæti Airport,63.84816,-20.71627,Forsæti,IS
BIGF,GUU,Grundarfjörður Airport,64.9914,-23.2247,Grundarfjörður,IS
BIGH,,Gunnarsholt Airport,63.8533,-20.2628,Gunnarsholt,IS
BIGJ,GJR,Gjögur Airport,65.9953,-21.3269,Gjögur,IS
BIGR,GRY,Grímsey Airport,66.5458,-18.0173,Grímsey/Sandvík,IS
BIGS,,Grímsstaðir Airport,65.63339,-16.15418,Grímsstaðir,IS
BIHE,,Herðubreiðarlindir Airport,65.1909,-16.2049,Herðubreiðarlindir,IS
BIHI,,Hveravellir Airport,64.8861,-19.4925,Hveravellir,IS
BIHK,HVK,Hólmavík Airport,65.7047,-21.6964,Hólmavík,IS
BIHL,,Hella Airport,63.8358,-20.3775,Hella,IS
BIHN,HFN,Hornafjörður Airport,64.2956,-15.2272,Höfn,IS
BIHR,,Hvolsvöllur Airport,63.75274,-20.25089,Hvolsvöllur,IS
BIHS,,Hrafnseyri Airport,65.75716,-23.4614,Hrafnseyri,IS
BIHU,HZK,Húsavík Airport,65.9523,-17.426,Húsavík,IS
BIHV,,Krókstaðarmelar Airport,65.27024,-20.8487,Hvammstangi,IS
BIHY,,Hrísey Airport,65.9892,-18.39412,Hrísey,IS
BIHZ,,Húsafell Airport,64.69977,-20.89216,Húsafell,IS
BIIS,IFJ,Ísafjörður Airport,66.0581,-23.1353,Ísafjörður,IS
BIKA,,Kaldármelar Airport,64.7789,-22.2569,Kaldármelar,IS
BIKE,,Kerlingafjöll Airport,64.705,-19.4106,Kerlingafjöll,IS
BIKF,KEF,Keflavik International Airport,63.985,-22.6056,Reykjavík,IS
BIKJ,,Kroksfjard-Arnes Airport,65.467,-21.95,Kroksfjard-arnes,IS
BIKL,,Kirkjubæjarklaustur Airport,63.79286,-18.00353,Kirkjubæjarklaustur,IS
BIKP,OPA,Kópasker Airport,66.3108,-16.4667,Kópasker,IS
BIKR,SAK,Sauðárkrókur Airport,65.7317,-19.5728,Sauðárkrókur,IS
BIMK,,Múlakot Airport,63.7141,-19.88121,Múlakot,IS
BIMM,,Melgerðismelar Airport,65.48266,-18.17011,Melgerðismelar,IS
BIMS,,Tungubakkar Airport,64.18175,-21.7061,Tungubakkar,IS
BIND,,Nýjidalur Airport,64.71957,-18.06703,Nýjidalur,IS
BINF,NOR,Norðfjörður Airport,65.1319,-13.7464,Norðfjörður,IS
BIRE,RHA,Reykhólar Airport,65.45263,-22.20612,Reykhólar,IS
BIRF,OLI,Rif Airport,64.91138,-23.8182,Rif,IS
BIRG,RFN,Raufarhöfn Airport,66.4064,-15.9183,Raufarhöfn,IS
BIRK,RKV,Reykjavík Domestic Airport,64.12873,-21.93759,Reykjavík,IS
BIRL,MVA,Mývatn Airport,65.6558,-16.9181,Myvatn,IS
BIRS,,Reykjanes Airport,65.9142,-22.4214,Reykjanes,IS
BISA,,Sandá Airport,65.1344,-19.6631,Sandá,IS
BISF,,Selfoss Airport,63.9292,-21.0378,Selfoss,IS
BISG,,Steinasandur Airport,64.16547,-15.91334,Kalfatellsstadhur,IS
BISH,,Stora-Holt Airport,65.4,-21.933,Stora-Holt,IS
BISI,SIJ,Siglufjörður Airport,66.13785,-18.90816,Siglufjörður,IS
BISK,,Skógasandur Airport,63.51768,-19.4925,Skógar,IS
BISL,,Skaftafell Airport,63.99948,-16.94116,Öræfi,IS
BISN,,Svínafell Airport,64.38472,-15.37194,Svínafell,IS
BISP,,Sprengisandur Airport,64.6542,-18.4969,Sprengisandur,IS
BISR,,Stórikroppur Airport,64.63263,-21.49086,Stórikroppur,IS
BISS,,Sandskeið Airport,64.0608,-21.5747,Sandskeið,IS
BIST,SYK,Stykkishólmur Airport,65.05885,-22.76462,Stykkishólmur,IS
BISV,,Skálavatn Airport,64.1153,-18.78515,Skálavatn,IS
BITE,TEY,Þingeyri Airport,65.8703,-23.56,Þingeyri,IS
BITM,,Þórsmörk Airport,63.69,-19.5631,Þórsmörk,IS
BITN,THO,Þórshöfn Airport,66.21846,-15.33474,Þórshöfn,IS
BITO,,Thorisos Airport,64.35437,-18.83651,Thorisos,IS
BIVA,,Vatnsnes Airport,64.0331,-20.6511,Vatnsnes,IS
BIVH,,Varmahlid Airport,65.55695,-19.42806,Varmahlid,IS
BIVI,,Vík Airport,63.4217,-18.8883,Vík,IS
BIVM,VEY,Vestmannaeyjar Airport,63.4243,-20.2789,Vestmannaeyjar,IS
BIVO,VPN,Vopnafjörður Airport,65.7206,-14.8506,Vopnafjörður,IS
BKPR,PRN,Priština Adem Jashari International Airport,42.5728,21.0358,Prishtina,XK
BUTL,,Smith Field,34.9697,-91.83117,Ward,US
CBBC,ZEL,Bella Bella (Campbell Island) Airport,52.185,-128.15699,Bella Bella,CA
CRHA,,Streatham Reef Hueston Airfield,53.82257,-126.17296,Streatham,CA
CRML,,Stoney Point (Le Cunff) Airport,42.2956,-82.535,Stoney Point,CA
CWJC,,Ennadai Lake Airport,61.13333,-100.9,Ennadai,CA
CWOB,,Brevoort Island Airstrip,63.32545,-64.15443,Brevoort Island,CA
CYAB,YAB,Arctic Bay Airport,73.0061,-85.04616,Arctic Bay,CA
CYAC,YAC,Cat Lake Airport,51.7272,-91.8244,Cat Lake,CA
CYAD,YAR,La Grande-3 Airport,53.5717,-76.1964,La Grande-3,CA
CYAG,YAG,Fort Frances Municipal Airport,48.65575,-93.44349,Fort Frances,CA
CYAH,YAH,La Grande-4 Airport,53.7547,-73.6753,La Grande-4,CA
CYAL,YAL,Alert Bay Airport,50.5822,-126.916,Alert Bay,CA
CYAM,YAM,Sault Ste Marie Airport,46.48322,-84.50847,Sault Ste Marie,CA
CYAQ,XKS,Kasabonika Airport,53.5247,-88.6428,Kasabonika,CA
CYAS,YKG,Kangirsuk Airport,60.0272,-69.9992,Kangirsuk,CA
CYAT,YAT,Attawapiskat Airport,52.9275,-82.4319,Attawapiskat,CA
CYAU,,Liverpool South Shore Regional Airport,44.2303,-64.8561,Greenfield,CA
CYAV,,Winnipeg / St. Andrews Airport,50.0564,-97.0325,Winnipeg/Saint Andrews,CA
CYAX,,Lac du Bonnet Airport,50.2944,-96.01,Lac du Bonnet,CA
CYAY,YAY,St. Anthony Airport,51.39191,-56.08321,St. Anthony,CA
CYAZ,YAZ,Tofino / Long Beach Airport,49.07983,-125.77558,Tofino,CA
CYBA,YBA,Banff Airport,51.20822,-115.54062,Banff,CA
CYBB,YBB,Kugaaruk Airport,68.53571,-89.80551,Kugaaruk,CA
CYBC,YBC,Baie-Comeau Airport,49.1325,-68.2044,Baie-Comeau,CA
CYBD,QBC,Bella Coola Airport,52.3875,-126.596,Bella Coola,CA
CYBE,YBE,Uranium City Airport,59.5614,-108.481,Uranium City,CA
CYBF,YBY,Bonnyville Airport,54.3042,-110.744,Bonnyville,CA
CYBG,YBG,Saguenay-Bagotville Airport,48.33012,-70.99201,Saguenay,CA
CYBK,YBK,Baker Lake Airport,64.2989,-96.0778,Baker Lake,CA
CYBL,YBL,Campbell River Airport,49.9508,-125.271,Campbell River,CA
CYBP,,Brooks Regional Airport,50.6336,-111.926,Brooks,CA
CYBQ,XTL,Tadoule Lake Airport,58.70631,-98.51106,Tadoule Lake,CA
CYBR,YBR,Brandon Municipal Airport,49.91,-99.9519,Brandon,CA
CYBT,YBT,Brochet Airport,57.8894,-101.679,Brochet,CA
CYBU,,Nipawin Airport,53.3325,-104.008,Nipawin,CA
CYBV,YBV,Berens River Airport,52.3589,-97.0183,Berens River,CA
CYBW,,Calgary / Springbank Airport,51.10398,-114.36938,Calgary,CA
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.1853,Blanc-Sablon,CA
CYCA,YRF,Cartwright Airport,53.6825,-57.0423,Cartwright,CA
CYCB,YCB,Cambridge Bay Airport,69.1081,-105.138,Cambridge Bay,CA
CYCC,YCC,Cornwall Regional Airport,45.09264,-74.56772,Cornwall,CA
CYCD,YCD,Nanaimo Airport,49.05497,-123.86986,Nanaimo,CA
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,43.2856,-81.5083,Huron Park,CA
CYCG,YCG,Castlegar/West Kootenay Regional Airport,49.2964,-117.632,Castlegar,CA
CYCH,YCH,Miramichi Airport,47.0078,-65.4492,Miramichi,CA
CYCK,XCM,Chatham Kent Airport,42.3064,-82.0819,Chatham-Kent,CA
CYCL,YCL,Charlo Airport,47.9908,-66.3303,Charlo,CA
CYCN,YCN,Cochrane Airport,49.1056,-81.0136,Cochrane,CA
CYCO,YCO,Kugluktuk Airport,67.81641,-115.14307,Kugluktuk,CA
CYCP,,Blue River Airport,52.1167,-119.283,Blue River,CA
CYCQ,YCQ,Chetwynd Airport,55.6872,-121.627,Chetwynd,CA
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,54.60976,-97.76244,Cross Lake,CA
CYCS,YCS,Chesterfield Inlet Airport,63.3469,-90.7311,Chesterfield Inlet,CA
CYCT,YCT,Coronation Airport,52.075,-111.445,Coronation,CA
CYCW,YCW,Chilliwack Airport,49.15316,-121.93931,Chilliwack,CA
CYCY,YCY,Clyde River Airport,70.4861,-68.5167,Clyde River,CA
CYCZ,YCZ,Fairmont Hot Springs Airport,50.33105,-115.87374,Fairmont Hot Springs,CA
CYDA,YDA,Dawson City Airport,64.0431,-139.12801,Dawson City,CA
CYDB,YDB,Burwash Airport,61.3711,-139.041,Burwash Landing,CA
CYDC,,Princeton Airport,49.4681,-120.511,Town of Princeton,CA
CYDF,YDF,Deer Lake Airport,49.20816,-57.39615,Deer Lake,CA
CYDL,YDL,Dease Lake Airport,58.4222,-130.032,Dease Lake,CA
CYDM,XRR,Ross River Airport,61.9706,-132.423,Ross River,CA
CYDN,YDN,Dauphin Barker Airport,51.1008,-100.052,Dauphin,CA
CYDO,YDO,Dolbeau-Saint-Felicien Airport,48.7785,-72.375,Dolbeau-Saint-Felicien,CA
CYDP,YDP,Nain Airport,56.55078,-61.68222,Nain,CA
CYDQ,YDQ,Dawson Creek Airport,55.74124,-120.18326,Dawson Creek,CA
CYEA,,Empress Airport,50.9333,-110.013,Empress,CA
CYEE,,Huronia Airport,44.6833,-79.9283,Midland,CA
CYEG,YEG,Edmonton International Airport,53.3097,-113.58,Edmonton,CA
CYEK,YEK,Arviat Airport,61.0942,-94.0708,Arviat,CA
CYEL,YEL,Elliot Lake Municipal Airport,46.3514,-82.5614,Elliot Lake,CA
CYEM,YEM,Manitoulin East Municipal Airport,45.84244,-81.8576,Sheguiandah,CA
CYEN,YEN,Estevan Airport,49.2103,-102.966,Estevan,CA
CYER,YER,Fort Severn Airport,56.0189,-87.6761,Fort Severn,CA
CYES,,Edmundston Airport,47.48721,-68.47773,Edmundston,CA
CYET,YET,Edson Airport,53.5789,-116.465,Edson,CA
CYEU,YEU,Eureka Airport,79.9947,-85.8142,Eureka,CA
CYEV,YEV,Inuvik Mike Zubko Airport,68.3042,-133.483,Inuvik,CA
CYEY,YEY,Amos/Magny Airport,48.5639,-78.2497,Amos,CA
CYFA,YFA,Fort Albany Airport,52.20345,-81.69519,Fort Albany,CA
CYFB,YFB,Iqaluit Airport,63.7564,-68.5558,Iqaluit,CA
CYFC,YFC,Fredericton International Airport,45.8687,-66.52989,Fredericton,CA
CYFD,,Brantford Municipal Airport,43.1314,-80.3425,Brantford,CA
CYFE,YFE,Forestville Airport,48.7461,-69.0972,Forestville,CA
CYFH,YFH,Fort Hope Airport,51.5619,-87.9078,Fort Hope,CA
CYFJ,YTM,Mont-Tremblant International Airport,46.4094,-74.78,La Macaza,CA
CYFO,YFO,Flin Flon Airport,54.6781,-101.682,Flin Flon,CA
CYFR,YFR,Fort Resolution Airport,61.1808,-113.69,Fort Resolution,CA
CYFS,YFS,Fort Simpson Airport,61.7602,-121.237,Fort Simpson,CA
CYFT,YMN,Makkovik Airport,55.07733,-59.18794,Makkovik,CA
CYGB,YGB,Texada Gillies Bay Airport,49.69434,-124.5181,Texada,CA
CYGD,,Goderich Airport,43.7669,-81.7106,Goderich,CA
CYGE,,Golden Airport,51.2992,-116.982,Golden,CA
CYGH,YGH,Fort Good Hope Airport,66.24066,-128.64776,Fort Good Hope,CA
CYGK,YGK,Kingston Norman Rogers Airport,44.2253,-76.5969,Kingston,CA
CYGL,YGL,La Grande Rivière Airport,53.6253,-77.7042,La Grande Rivière,CA
CYGM,YGM,Gimli Industrial Park Airport,50.6281,-97.0433,Gimli,CA
CYGO,YGO,Gods Lake Narrows Airport,54.55768,-94.49006,Gods Lake Narrows,CA
CYGP,YGP,Michel-Pouliot Gaspé Airport,48.77492,-64.48189,Gaspé,CA
CYGQ,YGQ,Geraldton Greenstone Regional Airport,49.7783,-86.9394,Geraldton,CA
CYGR,YGR,Îles-de-la-Madeleine Airport,47.42524,-61.77861,Les Îles-de-la-Madeleine,CA
CYGT,YGT,Igloolik Airport,69.3647,-81.8161,Igloolik,CA
CYGV,YGV,Havre-Saint-Pierre Airport,50.2819,-63.6114,Havre-Saint-Pierre,CA
CYGW,YGW,Kuujjuarapik Airport,55.2819,-77.7653,Kuujjuarapik,CA
CYGX,YGX,Gillam Airport,56.35712,-94.7115,Gillam,CA
CYGZ,YGZ,Grise Fiord Airport,76.42582,-82.90858,Grise Fiord,CA
CYHA,YQC,Quaqtaq Airport,61.0464,-69.6178,Quaqtaq,CA
CYHB,YHB,Hudson Bay Airport,52.8167,-102.311,Hudson Bay,CA
CYHD,YHD,Dryden Regional Airport,49.8317,-92.7442,Dryden,CA
CYHE,YHE,Hope Airport / FVRD Regional Airpark,49.36886,-121.49495,Hope,CA
CYHF,YHF,Hearst René Fontaine Municipal Airport,49.7142,-83.6861,Hearst,CA
CYHH,YNS,Nemiscau Airport,51.6911,-76.1356,Nemiscau,CA
CYHI,YHI,Ulukhaktok Holman Airport,70.7628,-117.806,Ulukhaktok,CA
CYHK,YHK,Gjoa Haven Airport,68.6356,-95.8497,Gjoa Haven,CA
CYHM,YHM,John C. Munro Hamilton International Airport,43.17348,-79.93118,Hamilton,CA
CYHN,YHN,Hornepayne Municipal Airport,49.1931,-84.7589,Hornepayne,CA
CYHO,YHO,Hopedale Airport,55.44876,-60.22812,Hopedale,CA
CYHP,YHP,Poplar Hill Airport,52.1133,-94.2556,Poplar Hill,CA
CYHR,YHR,Chevery Airport,50.46832,-59.63782,Chevery,CA
CYHS,,Hanover / Saugeen Municipal Airport,44.1583,-81.0628,Hanover,CA
CYHT,YHT,Haines Junction Airport,60.7892,-137.54601,Haines Junction,CA
CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,45.5175,-73.4169,Montréal,CA
CYHY,YHY,Hay River / Merlyn Carter Airport,60.8397,-115.783,Hay River,CA
CYHZ,YHZ,Halifax / Stanfield International Airport,44.8808,-63.5086,Halifax,CA
CYIB,YIB,Atikokan Municipal Airport,48.7739,-91.6386,Atikokan,CA
CYID,YDG,Digby / Annapolis Regional Airport,44.54585,-65.78542,Digby,CA
CYIF,YIF,St Augustin Airport,51.2117,-58.6583,St-Augustin,CA
CYIK,YIK,Ivujivik Airport,62.4173,-77.9253,Ivujivik,CA
CYIO,YIO,Pond Inlet Airport,72.68949,-77.96894,Pond Inlet,CA
CYIV,YIV,Island Lake Airport,53.8572,-94.6536,Island Lake,CA
CYJA,YJA,Jasper Airport,52.99642,-118.06023,Jasper,CA
CYJF,YJF,Fort Liard Airport,60.2358,-123.469,Fort Liard,CA
CYJM,,Fort St James Airport,54.3972,-124.263,Fort St. James,CA
CYJN,YJN,St Jean Airport,45.2944,-73.2811,St Jean,CA
CYJP,,Fort Providence Airport,61.3194,-117.606,Fort Providence,CA
CYJQ,,Denny Island Airport,52.13647,-128.05618,Denny Island,CA
CYJT,YJT,Stephenville Dymond International Airport,48.54339,-58.55289,Stephenville,CA
CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,50.70304,-120.44864,Kamloops,CA
CYKC,YKC,Collins Bay Airport,58.2361,-103.678,Collins Bay,CA
CYKD,LAK,Aklavik/Freddie Carmichael Airport,68.2233,-135.00599,Aklavik,CA
CYKF,YKF,Region of Waterloo International Airport,43.4608,-80.3786,Breslau,CA
CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,61.5886,-71.9294,Kangiqsujuaq,CA
CYKJ,YKJ,Key Lake Airport,57.2561,-105.618,Key Lake,CA
CYKL,YKL,Schefferville Airport,54.8053,-66.8053,Schefferville,CA
CYKM,YKD,Kincardine Municipal Airport,44.2014,-81.6067,Kincardine,CA
CYKO,AKV,Akulivik Airport,60.8186,-78.1486,Akulivik,CA
CYKP,YOG,Ogoki Post Airport,51.6586,-85.9017,Ogoki Post,CA
CYKQ,YKQ,Waskaganish Airport,51.4733,-78.7583,Waskaganish,CA
CYKT,,Tranquille Valley Airfield,50.85955,-120.67113,Tranquille,CA
CYKX,YKX,Kirkland Lake Airport,48.2103,-79.9814,Kirkland Lake,CA
CYKY,YKY,Kindersley Airport,51.5175,-109.181,Kindersley,CA
CYLA,YPJ,Aupaluk Airport,59.2967,-69.5997,Aupaluk,CA
CYLB,YLB,Lac La Biche Airport,54.7703,-112.032,Lac La Biche,CA
CYLC,YLC,Kimmirut Airport,62.84825,-69.87785,Kimmirut,CA
CYLD,YLD,Chapleau Airport,47.82,-83.3467,Chapleau,CA
CYLH,YLH,Lansdowne House Airport,52.1956,-87.9342,Lansdowne House,CA
CYLI,,Lillooet Airport,50.6747,-121.894,Lillooet,CA
CYLJ,YLJ,Meadow Lake Airport,54.1253,-108.523,Meadow Lake,CA
CYLK,YSG,Lutselk'e Airport,62.41782,-110.68279,Lutselk'e,CA
CYLL,YLL,Lloydminster Airport,53.3092,-110.073,Lloydminster,CA
CYLQ,YLQ,La Tuque Airport,47.4097,-72.7889,La Tuque,CA
